affix	stem	stemPOS	derived	derivedPOS	type	relatedness_score	relatedness_class	quality_score	quality_class
-ly	prodigious	j	prodigiously	r	train	NA	NA	NA	NA
-ly	monstrous	j	monstrously	r	train	NA	NA	NA	NA
-ly	east	j	easterly	r	train	NA	NA	NA	NA
-ly	sleek	j	sleekly	r	train	NA	NA	NA	NA
-ly	stout	j	stoutly	r	train	NA	NA	NA	NA
-ly	nominal	j	nominally	r	train	NA	NA	NA	NA
-ly	impatient	j	impatiently	r	train	NA	NA	NA	NA
-ly	stunning	j	stunningly	r	train	NA	NA	NA	NA
-ly	irremediable	j	irremediably	r	train	NA	NA	NA	NA
-ly	rare	j	rarely	r	train	NA	NA	NA	NA
-ly	continual	j	continually	r	train	NA	NA	NA	NA
-ly	affable	j	affably	r	train	NA	NA	NA	NA
-ly	thoughtful	j	thoughtfully	r	train	NA	NA	NA	NA
-ly	discursive	j	discursively	r	train	NA	NA	NA	NA
-ly	sulky	j	sulkily	r	train	NA	NA	NA	NA
-ly	cheap	j	cheaply	r	train	NA	NA	NA	NA
-ly	barbarous	j	barbarously	r	train	NA	NA	NA	NA
-ly	manual	j	manually	r	train	NA	NA	NA	NA
-ly	concrete	j	concretely	r	train	NA	NA	NA	NA
-ly	ethereal	j	ethereally	r	train	NA	NA	NA	NA
-ly	copious	j	copiously	r	train	NA	NA	NA	NA
-ly	detrimental	j	detrimentally	r	train	NA	NA	NA	NA
-ly	doleful	j	dolefully	r	train	NA	NA	NA	NA
-ly	etymological	j	etymologically	r	train	NA	NA	NA	NA
-ly	eager	j	eagerly	r	train	NA	NA	NA	NA
-ly	near	j	nearly	r	train	NA	NA	NA	NA
-ly	distal	j	distally	r	train	NA	NA	NA	NA
-ly	traditional	j	traditionally	r	train	NA	NA	NA	NA
-ly	prenatal	j	prenatally	r	train	NA	NA	NA	NA
-ly	unsparing	j	unsparingly	r	train	NA	NA	NA	NA
-ly	autonomous	j	autonomously	r	train	NA	NA	NA	NA
-ly	perpendicular	j	perpendicularly	r	train	NA	NA	NA	NA
-ly	naked	j	nakedly	r	train	NA	NA	NA	NA
-ly	angry	j	angrily	r	train	NA	NA	NA	NA
-ly	youthful	j	youthfully	r	train	NA	NA	NA	NA
-ly	local	j	locally	r	train	NA	NA	NA	NA
-ly	rough	j	roughly	r	train	NA	NA	NA	NA
-ly	principal	j	principally	r	train	NA	NA	NA	NA
-ly	disrespectful	j	disrespectfully	r	train	NA	NA	NA	NA
-ly	shallow	j	shallowly	r	train	NA	NA	NA	NA
-ly	inferential	j	inferentially	r	train	NA	NA	NA	NA
-ly	poor	j	poorly	r	train	NA	NA	NA	NA
-ly	sour	j	sourly	r	train	NA	NA	NA	NA
-ly	temperate	j	temperately	r	train	NA	NA	NA	NA
-ly	current	j	currently	r	train	NA	NA	NA	NA
-ly	prudent	j	prudently	r	train	NA	NA	NA	NA
-ly	indecisive	j	indecisively	r	train	NA	NA	NA	NA
-ly	cautious	j	cautiously	r	train	NA	NA	NA	NA
-ly	false	j	falsely	r	train	NA	NA	NA	NA
-ly	unequivocal	j	unequivocally	r	train	NA	NA	NA	NA
-ly	perverse	j	perversely	r	train	NA	NA	NA	NA
-ly	horrible	j	horribly	r	train	NA	NA	NA	NA
-ly	absurd	j	absurdly	r	train	NA	NA	NA	NA
-ly	predominant	j	predominantly	r	train	NA	NA	NA	NA
-ly	unremitting	j	unremittingly	r	train	NA	NA	NA	NA
-ly	fluent	j	fluently	r	train	NA	NA	NA	NA
-ly	audible	j	audibly	r	train	NA	NA	NA	NA
-ly	absent	j	absently	r	train	NA	NA	NA	NA
-ly	wasteful	j	wastefully	r	train	NA	NA	NA	NA
-ly	successful	j	successfully	r	train	NA	NA	NA	NA
-ly	undoubted	j	undoubtedly	r	train	NA	NA	NA	NA
-ly	poignant	j	poignantly	r	train	NA	NA	NA	NA
-ly	uncertain	j	uncertainly	r	train	NA	NA	NA	NA
-ly	tangible	j	tangibly	r	train	NA	NA	NA	NA
-ly	inefficient	j	inefficiently	r	train	NA	NA	NA	NA
-ly	hesitant	j	hesitantly	r	train	NA	NA	NA	NA
-ly	mechanical	j	mechanically	r	train	NA	NA	NA	NA
-ly	abundant	j	abundantly	r	train	NA	NA	NA	NA
-ly	elusive	j	elusively	r	train	NA	NA	NA	NA
-ly	gripping	j	grippingly	r	train	NA	NA	NA	NA
-ly	shrewd	j	shrewdly	r	train	NA	NA	NA	NA
-ly	entire	j	entirely	r	train	NA	NA	NA	NA
-ly	tenacious	j	tenaciously	r	train	NA	NA	NA	NA
-ly	austere	j	austerely	r	train	NA	NA	NA	NA
-ly	hearty	j	heartily	r	train	NA	NA	NA	NA
-ly	dreary	j	drearily	r	train	NA	NA	NA	NA
-ly	groggy	j	groggily	r	train	NA	NA	NA	NA
-ly	harmonious	j	harmoniously	r	train	NA	NA	NA	NA
-ly	nonverbal	j	nonverbally	r	train	NA	NA	NA	NA
-ly	farcical	j	farcically	r	train	NA	NA	NA	NA
-ly	dependent	j	dependently	r	train	NA	NA	NA	NA
-ly	unaccountable	j	unaccountably	r	train	NA	NA	NA	NA
-ly	name	j	namely	r	train	NA	NA	NA	NA
-ly	urgent	j	urgently	r	train	NA	NA	NA	NA
-ly	complacent	j	complacently	r	train	NA	NA	NA	NA
-ly	covert	j	covertly	r	train	NA	NA	NA	NA
-ly	physical	j	physically	r	train	NA	NA	NA	NA
-ly	indubitable	j	indubitably	r	train	NA	NA	NA	NA
-ly	inherent	j	inherently	r	train	NA	NA	NA	NA
-ly	gentle	j	gently	r	train	NA	NA	NA	NA
-ly	qualitative	j	qualitatively	r	train	NA	NA	NA	NA
-ly	verbal	j	verbally	r	train	NA	NA	NA	NA
-ly	apt	j	aptly	r	train	NA	NA	NA	NA
-ly	bleary	j	blearily	r	train	NA	NA	NA	NA
-ly	lamentable	j	lamentably	r	train	NA	NA	NA	NA
-ly	subconscious	j	subconsciously	r	train	NA	NA	NA	NA
-ly	random	j	randomly	r	train	NA	NA	NA	NA
-ly	spiritual	j	spiritually	r	train	NA	NA	NA	NA
-ly	improbable	j	improbably	r	train	NA	NA	NA	NA
-ly	anonymous	j	anonymously	r	train	NA	NA	NA	NA
-ly	ravenous	j	ravenously	r	train	NA	NA	NA	NA
-ly	satisfying	j	satisfyingly	r	train	NA	NA	NA	NA
-ly	extensive	j	extensively	r	train	NA	NA	NA	NA
-ly	methodical	j	methodically	r	train	NA	NA	NA	NA
-ly	incredulous	j	incredulously	r	train	NA	NA	NA	NA
-ly	despicable	j	despicably	r	train	NA	NA	NA	NA
-ly	complete	j	completely	r	train	NA	NA	NA	NA
-ly	wrong	j	wrongly	r	train	NA	NA	NA	NA
-ly	adamant	j	adamantly	r	train	NA	NA	NA	NA
-ly	wilful	j	wilfully	r	train	NA	NA	NA	NA
-ly	ludicrous	j	ludicrously	r	train	NA	NA	NA	NA
-ly	sartorial	j	sartorially	r	train	NA	NA	NA	NA
-ly	unutterable	j	unutterably	r	train	NA	NA	NA	NA
-ly	north	j	northerly	r	train	NA	NA	NA	NA
-ly	indefinite	j	indefinitely	r	train	NA	NA	NA	NA
-ly	laughable	j	laughably	r	train	NA	NA	NA	NA
-ly	hypocritical	j	hypocritically	r	train	NA	NA	NA	NA
-ly	momentary	j	momentarily	r	train	NA	NA	NA	NA
-ly	effective	j	effectively	r	train	NA	NA	NA	NA
-ly	resonant	j	resonantly	r	train	NA	NA	NA	NA
-ly	amazing	j	amazingly	r	train	NA	NA	NA	NA
-ly	serious	j	seriously	r	train	NA	NA	NA	NA
-ly	eloquent	j	eloquently	r	train	NA	NA	NA	NA
-ly	decisive	j	decisively	r	train	NA	NA	NA	NA
-ly	consistent	j	consistently	r	train	NA	NA	NA	NA
-ly	proficient	j	proficiently	r	train	NA	NA	NA	NA
-ly	consummate	j	consummately	r	train	NA	NA	NA	NA
-ly	tame	j	tamely	r	train	NA	NA	NA	NA
-ly	sexual	j	sexually	r	train	NA	NA	NA	NA
-ly	unassuming	j	unassumingly	r	train	NA	NA	NA	NA
-ly	industrious	j	industriously	r	train	NA	NA	NA	NA
-ly	jaunty	j	jauntily	r	train	NA	NA	NA	NA
-ly	wrongful	j	wrongfully	r	train	NA	NA	NA	NA
-ly	atrocious	j	atrociously	r	train	NA	NA	NA	NA
-ly	warm	j	warmly	r	train	NA	NA	NA	NA
-ly	impassive	j	impassively	r	train	NA	NA	NA	NA
-ly	frenzied	j	frenziedly	r	train	NA	NA	NA	NA
-ly	promiscuous	j	promiscuously	r	train	NA	NA	NA	NA
-ly	magical	j	magically	r	train	NA	NA	NA	NA
-ly	partial	j	partially	r	train	NA	NA	NA	NA
-ly	truthful	j	truthfully	r	train	NA	NA	NA	NA
-ly	anthropological	j	anthropologically	r	train	NA	NA	NA	NA
-ly	intermittent	j	intermittently	r	train	NA	NA	NA	NA
-ly	satisfactory	j	satisfactorily	r	train	NA	NA	NA	NA
-ly	immense	j	immensely	r	train	NA	NA	NA	NA
-ly	inadequate	j	inadequately	r	train	NA	NA	NA	NA
-ly	previous	j	previously	r	train	NA	NA	NA	NA
-ly	officious	j	officiously	r	train	NA	NA	NA	NA
-ly	solicitous	j	solicitously	r	train	NA	NA	NA	NA
-ly	ceremonious	j	ceremoniously	r	train	NA	NA	NA	NA
-ly	magisterial	j	magisterially	r	train	NA	NA	NA	NA
-ly	steep	j	steeply	r	train	NA	NA	NA	NA
-ly	impressive	j	impressively	r	train	NA	NA	NA	NA
-ly	notable	j	notably	r	train	NA	NA	NA	NA
-ly	third	j	thirdly	r	train	NA	NA	NA	NA
-ly	idle	j	idly	r	train	NA	NA	NA	NA
-ly	staggering	j	staggeringly	r	train	NA	NA	NA	NA
-ly	demonstrable	j	demonstrably	r	train	NA	NA	NA	NA
-ly	occupational	j	occupationally	r	train	NA	NA	NA	NA
-ly	intelligible	j	intelligibly	r	train	NA	NA	NA	NA
-ly	convincing	j	convincingly	r	train	NA	NA	NA	NA
-ly	cavalier	j	cavalierly	r	train	NA	NA	NA	NA
-ly	ruthless	j	ruthlessly	r	train	NA	NA	NA	NA
-ly	sociological	j	sociologically	r	train	NA	NA	NA	NA
-ly	active	j	actively	r	train	NA	NA	NA	NA
-ly	gleeful	j	gleefully	r	train	NA	NA	NA	NA
-ly	secure	j	securely	r	train	NA	NA	NA	NA
-ly	intermediate	j	intermediately	r	train	NA	NA	NA	NA
-ly	frightful	j	frightfully	r	train	NA	NA	NA	NA
-ly	exceptional	j	exceptionally	r	train	NA	NA	NA	NA
-ly	practicable	j	practicably	r	train	NA	NA	NA	NA
-ly	dreadful	j	dreadfully	r	train	NA	NA	NA	NA
-ly	factual	j	factually	r	train	NA	NA	NA	NA
-ly	happy	j	happily	r	train	NA	NA	NA	NA
-ly	indifferent	j	indifferently	r	train	NA	NA	NA	NA
-ly	accountable	j	accountably	r	train	NA	NA	NA	NA
-ly	familiar	j	familiarly	r	train	NA	NA	NA	NA
-ly	artless	j	artlessly	r	train	NA	NA	NA	NA
-ly	ideological	j	ideologically	r	train	NA	NA	NA	NA
-ly	gradual	j	gradually	r	train	NA	NA	NA	NA
-ly	distasteful	j	distastefully	r	train	NA	NA	NA	NA
-ly	effectual	j	effectually	r	train	NA	NA	NA	NA
-ly	needless	j	needlessly	r	train	NA	NA	NA	NA
-ly	disgusting	j	disgustingly	r	train	NA	NA	NA	NA
-ly	embarrassing	j	embarrassingly	r	train	NA	NA	NA	NA
-ly	selfish	j	selfishly	r	train	NA	NA	NA	NA
-ly	knowledgeable	j	knowledgeably	r	train	NA	NA	NA	NA
-ly	perpetual	j	perpetually	r	train	NA	NA	NA	NA
-ly	uproarious	j	uproariously	r	train	NA	NA	NA	NA
-ly	glum	j	glumly	r	train	NA	NA	NA	NA
-ly	west	j	westerly	r	train	NA	NA	NA	NA
-ly	innate	j	innately	r	train	NA	NA	NA	NA
-ly	reproachful	j	reproachfully	r	train	NA	NA	NA	NA
-ly	prim	j	primly	r	train	NA	NA	NA	NA
-ly	inward	j	inwardly	r	train	NA	NA	NA	NA
-ly	diabolical	j	diabolically	r	train	NA	NA	NA	NA
-ly	concise	j	concisely	r	train	NA	NA	NA	NA
-ly	pertinent	j	pertinently	r	train	NA	NA	NA	NA
-ly	tuneless	j	tunelessly	r	train	NA	NA	NA	NA
-ly	ultimate	j	ultimately	r	train	NA	NA	NA	NA
-ly	simple	j	simply	r	train	NA	NA	NA	NA
-ly	disruptive	j	disruptively	r	train	NA	NA	NA	NA
-ly	confusing	j	confusingly	r	train	NA	NA	NA	NA
-ly	callous	j	callously	r	train	NA	NA	NA	NA
-ly	expensive	j	expensively	r	train	NA	NA	NA	NA
-ly	brief	j	briefly	r	train	NA	NA	NA	NA
-ly	new	j	newly	r	train	NA	NA	NA	NA
-ly	fruitful	j	fruitfully	r	train	NA	NA	NA	NA
-ly	sweeping	j	sweepingly	r	train	NA	NA	NA	NA
-ly	overt	j	overtly	r	train	NA	NA	NA	NA
-ly	dexterous	j	dexterously	r	train	NA	NA	NA	NA
-ly	calm	j	calmly	r	train	NA	NA	NA	NA
-ly	unspeakable	j	unspeakably	r	train	NA	NA	NA	NA
-ly	incorrigible	j	incorrigibly	r	train	NA	NA	NA	NA
-ly	categorical	j	categorically	r	train	NA	NA	NA	NA
-ly	garish	j	garishly	r	train	NA	NA	NA	NA
-ly	cordial	j	cordially	r	train	NA	NA	NA	NA
-ly	sullen	j	sullenly	r	train	NA	NA	NA	NA
-ly	over	j	overly	r	train	NA	NA	NA	NA
-ly	imposing	j	imposingly	r	train	NA	NA	NA	NA
-ly	diffuse	j	diffusely	r	train	NA	NA	NA	NA
-ly	lyrical	j	lyrically	r	train	NA	NA	NA	NA
-ly	hysterical	j	hysterically	r	train	NA	NA	NA	NA
-ly	obliging	j	obligingly	r	train	NA	NA	NA	NA
-ly	uncomfortable	j	uncomfortably	r	train	NA	NA	NA	NA
-ly	jealous	j	jealously	r	train	NA	NA	NA	NA
-ly	creepy	j	creepily	r	train	NA	NA	NA	NA
-ly	breathless	j	breathlessly	r	train	NA	NA	NA	NA
-ly	vague	j	vaguely	r	train	NA	NA	NA	NA
-ly	lusty	j	lustily	r	train	NA	NA	NA	NA
-ly	genial	j	genially	r	train	NA	NA	NA	NA
-ly	tangential	j	tangentially	r	train	NA	NA	NA	NA
-ly	indirect	j	indirectly	r	train	NA	NA	NA	NA
-ly	common	j	commonly	r	train	NA	NA	NA	NA
-ly	evil	j	evilly	r	train	NA	NA	NA	NA
-ly	inclusive	j	inclusively	r	train	NA	NA	NA	NA
-ly	artificial	j	artificially	r	train	NA	NA	NA	NA
-ly	contrary	j	contrarily	r	train	NA	NA	NA	NA
-ly	disappointed	j	disappointedly	r	train	NA	NA	NA	NA
-ly	maniacal	j	maniacally	r	train	NA	NA	NA	NA
-ly	comparative	j	comparatively	r	train	NA	NA	NA	NA
-ly	psychological	j	psychologically	r	train	NA	NA	NA	NA
-ly	inseparable	j	inseparably	r	train	NA	NA	NA	NA
-ly	mundane	j	mundanely	r	train	NA	NA	NA	NA
-ly	inaccurate	j	inaccurately	r	train	NA	NA	NA	NA
-ly	loose	j	loosely	r	train	NA	NA	NA	NA
-ly	irrational	j	irrationally	r	train	NA	NA	NA	NA
-ly	rampant	j	rampantly	r	train	NA	NA	NA	NA
-ly	wistful	j	wistfully	r	train	NA	NA	NA	NA
-ly	insolent	j	insolently	r	train	NA	NA	NA	NA
-ly	placid	j	placidly	r	train	NA	NA	NA	NA
-ly	dry	j	drily	r	train	NA	NA	NA	NA
-ly	negligent	j	negligently	r	train	NA	NA	NA	NA
-ly	terrestrial	j	terrestrially	r	train	NA	NA	NA	NA
-ly	autobiographical	j	autobiographically	r	train	NA	NA	NA	NA
-ly	earnest	j	earnestly	r	train	NA	NA	NA	NA
-ly	ostensible	j	ostensibly	r	train	NA	NA	NA	NA
-ly	awkward	j	awkwardly	r	train	NA	NA	NA	NA
-ly	cumulative	j	cumulatively	r	train	NA	NA	NA	NA
-ly	identical	j	identically	r	train	NA	NA	NA	NA
-ly	advantageous	j	advantageously	r	train	NA	NA	NA	NA
-ly	jocular	j	jocularly	r	train	NA	NA	NA	NA
-ly	clerical	j	clerically	r	train	NA	NA	NA	NA
-ly	alternative	j	alternatively	r	train	NA	NA	NA	NA
-ly	immoral	j	immorally	r	train	NA	NA	NA	NA
-ly	typical	j	typically	r	train	NA	NA	NA	NA
-ly	fair	j	fairly	r	train	NA	NA	NA	NA
-ly	routine	j	routinely	r	train	NA	NA	NA	NA
-ly	legible	j	legibly	r	train	NA	NA	NA	NA
-ly	gregarious	j	gregariously	r	train	NA	NA	NA	NA
-ly	political	j	politically	r	train	NA	NA	NA	NA
-ly	proud	j	proudly	r	train	NA	NA	NA	NA
-ly	interminable	j	interminably	r	train	NA	NA	NA	NA
-ly	emotional	j	emotionally	r	train	NA	NA	NA	NA
-ly	supreme	j	supremely	r	train	NA	NA	NA	NA
-ly	instructive	j	instructively	r	train	NA	NA	NA	NA
-ly	taut	j	tautly	r	train	NA	NA	NA	NA
-ly	grand	j	grandly	r	train	NA	NA	NA	NA
-ly	pitiful	j	pitifully	r	train	NA	NA	NA	NA
-ly	appalling	j	appallingly	r	train	NA	NA	NA	NA
-ly	seventh	j	seventhly	r	train	NA	NA	NA	NA
-ly	clean	j	cleanly	r	train	NA	NA	NA	NA
-ly	invalid	j	invalidly	r	train	NA	NA	NA	NA
-ly	irresponsible	j	irresponsibly	r	train	NA	NA	NA	NA
-ly	murderous	j	murderously	r	train	NA	NA	NA	NA
-ly	maximal	j	maximally	r	train	NA	NA	NA	NA
-ly	indigenous	j	indigenously	r	train	NA	NA	NA	NA
-ly	deft	j	deftly	r	train	NA	NA	NA	NA
-ly	militant	j	militantly	r	train	NA	NA	NA	NA
-ly	perceptive	j	perceptively	r	train	NA	NA	NA	NA
-ly	brash	j	brashly	r	train	NA	NA	NA	NA
-ly	messy	j	messily	r	train	NA	NA	NA	NA
-ly	invisible	j	invisibly	r	train	NA	NA	NA	NA
-ly	sexy	j	sexily	r	train	NA	NA	NA	NA
-ly	flagrant	j	flagrantly	r	train	NA	NA	NA	NA
-ly	disgraceful	j	disgracefully	r	train	NA	NA	NA	NA
-ly	visible	j	visibly	r	train	NA	NA	NA	NA
-ly	mental	j	mentally	r	train	NA	NA	NA	NA
-ly	correct	j	correctly	r	train	NA	NA	NA	NA
-ly	safe	j	safely	r	train	NA	NA	NA	NA
-ly	conjoint	j	conjointly	r	train	NA	NA	NA	NA
-ly	expedient	j	expediently	r	train	NA	NA	NA	NA
-ly	presumptive	j	presumptively	r	train	NA	NA	NA	NA
-ly	malicious	j	maliciously	r	train	NA	NA	NA	NA
-ly	providential	j	providentially	r	train	NA	NA	NA	NA
-ly	feverish	j	feverishly	r	train	NA	NA	NA	NA
-ly	discernible	j	discernibly	r	train	NA	NA	NA	NA
-ly	atypical	j	atypically	r	train	NA	NA	NA	NA
-ly	stony	j	stonily	r	train	NA	NA	NA	NA
-ly	equivalent	j	equivalently	r	train	NA	NA	NA	NA
-ly	imperative	j	imperatively	r	train	NA	NA	NA	NA
-ly	ferocious	j	ferociously	r	train	NA	NA	NA	NA
-ly	inappropriate	j	inappropriately	r	train	NA	NA	NA	NA
-ly	competent	j	competently	r	train	NA	NA	NA	NA
-ly	habitual	j	habitually	r	train	NA	NA	NA	NA
-ly	stupendous	j	stupendously	r	train	NA	NA	NA	NA
-ly	whimsical	j	whimsically	r	train	NA	NA	NA	NA
-ly	derivative	j	derivatively	r	train	NA	NA	NA	NA
-ly	plausible	j	plausibly	r	train	NA	NA	NA	NA
-ly	professional	j	professionally	r	train	NA	NA	NA	NA
-ly	topographical	j	topographically	r	train	NA	NA	NA	NA
-ly	misguided	j	misguidedly	r	train	NA	NA	NA	NA
-ly	national	j	nationally	r	train	NA	NA	NA	NA
-ly	continuous	j	continuously	r	train	NA	NA	NA	NA
-ly	offensive	j	offensively	r	train	NA	NA	NA	NA
-ly	spotless	j	spotlessly	r	train	NA	NA	NA	NA
-ly	thoughtless	j	thoughtlessly	r	train	NA	NA	NA	NA
-ly	scarce	j	scarcely	r	train	NA	NA	NA	NA
-ly	crazy	j	crazily	r	train	NA	NA	NA	NA
-ly	timid	j	timidly	r	train	NA	NA	NA	NA
-ly	horrid	j	horridly	r	train	NA	NA	NA	NA
-ly	ruinous	j	ruinously	r	train	NA	NA	NA	NA
-ly	rueful	j	ruefully	r	train	NA	NA	NA	NA
-ly	rapid	j	rapidly	r	train	NA	NA	NA	NA
-ly	vain	j	vainly	r	train	NA	NA	NA	NA
-ly	egregious	j	egregiously	r	train	NA	NA	NA	NA
-ly	inhumane	j	inhumanely	r	train	NA	NA	NA	NA
-ly	superstitious	j	superstitiously	r	train	NA	NA	NA	NA
-ly	glossy	j	glossily	r	train	NA	NA	NA	NA
-ly	grammatical	j	grammatically	r	train	NA	NA	NA	NA
-ly	mysterious	j	mysteriously	r	train	NA	NA	NA	NA
-ly	intravenous	j	intravenously	r	train	NA	NA	NA	NA
-ly	tactical	j	tactically	r	train	NA	NA	NA	NA
-ly	inauspicious	j	inauspiciously	r	train	NA	NA	NA	NA
-ly	furious	j	furiously	r	train	NA	NA	NA	NA
-ly	methodological	j	methodologically	r	train	NA	NA	NA	NA
-ly	analogous	j	analogously	r	train	NA	NA	NA	NA
-ly	hierarchical	j	hierarchically	r	train	NA	NA	NA	NA
-ly	voluptuous	j	voluptuously	r	train	NA	NA	NA	NA
-ly	uninterrupted	j	uninterruptedly	r	train	NA	NA	NA	NA
-ly	biological	j	biologically	r	train	NA	NA	NA	NA
-ly	variable	j	variably	r	train	NA	NA	NA	NA
-ly	spacious	j	spaciously	r	train	NA	NA	NA	NA
-ly	spontaneous	j	spontaneously	r	train	NA	NA	NA	NA
-ly	fitful	j	fitfully	r	train	NA	NA	NA	NA
-ly	diagrammatical	j	diagrammatically	r	train	NA	NA	NA	NA
-ly	foolish	j	foolishly	r	train	NA	NA	NA	NA
-ly	sumptuous	j	sumptuously	r	train	NA	NA	NA	NA
-ly	distinct	j	distinctly	r	train	NA	NA	NA	NA
-ly	hasty	j	hastily	r	train	NA	NA	NA	NA
-ly	interchangeable	j	interchangeably	r	train	NA	NA	NA	NA
-ly	insidious	j	insidiously	r	train	NA	NA	NA	NA
-ly	secret	j	secretly	r	train	NA	NA	NA	NA
-ly	remorseless	j	remorselessly	r	train	NA	NA	NA	NA
-ly	lame	j	lamely	r	train	NA	NA	NA	NA
-ly	vertical	j	vertically	r	train	NA	NA	NA	NA
-ly	comfortable	j	comfortably	r	train	NA	NA	NA	NA
-ly	exciting	j	excitingly	r	train	NA	NA	NA	NA
-ly	regal	j	regally	r	train	NA	NA	NA	NA
-ly	ostentatious	j	ostentatiously	r	train	NA	NA	NA	NA
-ly	incorrect	j	incorrectly	r	train	NA	NA	NA	NA
-ly	ornate	j	ornately	r	train	NA	NA	NA	NA
-ly	reckless	j	recklessly	r	train	NA	NA	NA	NA
-ly	slack	j	slackly	r	train	NA	NA	NA	NA
-ly	permanent	j	permanently	r	train	NA	NA	NA	NA
-ly	obedient	j	obediently	r	train	NA	NA	NA	NA
-ly	possessive	j	possessively	r	train	NA	NA	NA	NA
-ly	contented	j	contentedly	r	train	NA	NA	NA	NA
-ly	conclusive	j	conclusively	r	train	NA	NA	NA	NA
-ly	hazy	j	hazily	r	train	NA	NA	NA	NA
-ly	pointless	j	pointlessly	r	train	NA	NA	NA	NA
-ly	irrefutable	j	irrefutably	r	train	NA	NA	NA	NA
-ly	perilous	j	perilously	r	train	NA	NA	NA	NA
-ly	sluggish	j	sluggishly	r	train	NA	NA	NA	NA
-ly	clumsy	j	clumsily	r	train	NA	NA	NA	NA
-ly	ideal	j	ideally	r	train	NA	NA	NA	NA
-ly	husky	j	huskily	r	train	NA	NA	NA	NA
-ly	witty	j	wittily	r	train	NA	NA	NA	NA
-ly	senseless	j	senselessly	r	train	NA	NA	NA	NA
-ly	cool	j	coolly	r	train	NA	NA	NA	NA
-ly	ardent	j	ardently	r	train	NA	NA	NA	NA
-ly	sad	j	sadly	r	train	NA	NA	NA	NA
-ly	tuneful	j	tunefully	r	train	NA	NA	NA	NA
-ly	purpose	j	purposely	r	train	NA	NA	NA	NA
-ly	exclusive	j	exclusively	r	train	NA	NA	NA	NA
-ly	convenient	j	conveniently	r	train	NA	NA	NA	NA
-ly	monumental	j	monumentally	r	train	NA	NA	NA	NA
-ly	delicious	j	deliciously	r	train	NA	NA	NA	NA
-ly	month	j	monthly	r	train	NA	NA	NA	NA
-ly	allegorical	j	allegorically	r	train	NA	NA	NA	NA
-ly	dogged	j	doggedly	r	train	NA	NA	NA	NA
-ly	proportional	j	proportionally	r	train	NA	NA	NA	NA
-ly	spiteful	j	spitefully	r	train	NA	NA	NA	NA
-ly	concurrent	j	concurrently	r	train	NA	NA	NA	NA
-ly	agreeable	j	agreeably	r	train	NA	NA	NA	NA
-ly	obnoxious	j	obnoxiously	r	train	NA	NA	NA	NA
-ly	large	j	largely	r	train	NA	NA	NA	NA
-ly	lurid	j	luridly	r	train	NA	NA	NA	NA
-ly	abrupt	j	abruptly	r	train	NA	NA	NA	NA
-ly	substantial	j	substantially	r	train	NA	NA	NA	NA
-ly	powerful	j	powerfully	r	train	NA	NA	NA	NA
-ly	anomalous	j	anomalously	r	train	NA	NA	NA	NA
-ly	minimal	j	minimally	r	train	NA	NA	NA	NA
-ly	secretive	j	secretively	r	train	NA	NA	NA	NA
-ly	informative	j	informatively	r	train	NA	NA	NA	NA
-ly	telling	j	tellingly	r	train	NA	NA	NA	NA
-ly	abject	j	abjectly	r	train	NA	NA	NA	NA
-ly	incoherent	j	incoherently	r	train	NA	NA	NA	NA
-ly	inept	j	ineptly	r	train	NA	NA	NA	NA
-ly	definitive	j	definitively	r	train	NA	NA	NA	NA
-ly	central	j	centrally	r	train	NA	NA	NA	NA
-ly	flexible	j	flexibly	r	train	NA	NA	NA	NA
-ly	persuasive	j	persuasively	r	train	NA	NA	NA	NA
-ly	enduring	j	enduringly	r	train	NA	NA	NA	NA
-ly	affectionate	j	affectionately	r	train	NA	NA	NA	NA
-ly	sinful	j	sinfully	r	train	NA	NA	NA	NA
-ly	oral	j	orally	r	train	NA	NA	NA	NA
-ly	lawful	j	lawfully	r	train	NA	NA	NA	NA
-ly	liturgical	j	liturgically	r	train	NA	NA	NA	NA
-ly	empirical	j	empirically	r	train	NA	NA	NA	NA
-ly	beautiful	j	beautifully	r	train	NA	NA	NA	NA
-ly	fragrant	j	fragrantly	r	train	NA	NA	NA	NA
-ly	ungrateful	j	ungratefully	r	train	NA	NA	NA	NA
-ly	painstaking	j	painstakingly	r	train	NA	NA	NA	NA
-ly	creditable	j	creditably	r	train	NA	NA	NA	NA
-ly	multilateral	j	multilaterally	r	train	NA	NA	NA	NA
-ly	unthinking	j	unthinkingly	r	train	NA	NA	NA	NA
-ly	nonviolent	j	nonviolently	r	train	NA	NA	NA	NA
-ly	heterosexual	j	heterosexually	r	train	NA	NA	NA	NA
-ly	unfathomable	j	unfathomably	r	train	NA	NA	NA	NA
-ly	shameless	j	shamelessly	r	train	NA	NA	NA	NA
-ly	sweet	j	sweetly	r	train	NA	NA	NA	NA
-ly	unfaithful	j	unfaithfully	r	train	NA	NA	NA	NA
-ly	disgusted	j	disgustedly	r	train	NA	NA	NA	NA
-ly	northwest	j	northwesterly	r	train	NA	NA	NA	NA
-ly	expectant	j	expectantly	r	train	NA	NA	NA	NA
-ly	uncommon	j	uncommonly	r	train	NA	NA	NA	NA
-ly	ethical	j	ethically	r	train	NA	NA	NA	NA
-ly	conditional	j	conditionally	r	train	NA	NA	NA	NA
-ly	awful	j	awfully	r	train	NA	NA	NA	NA
-ly	stupid	j	stupidly	r	train	NA	NA	NA	NA
